id,Source,SMIC,SMC,Better
1128611,"At times, adults tell children stories that carry important self-relevant lessons. For example, recently I listened in as a father and his 5-year-old son waited in the foyer of a synagogue for a Jewish New Year service to begin.",adults tell children stories with important lessons . recently i listened in as a father and his 5-year-old son <strong>begin</strong> in for a jewish new year service to <strong>waited</strong> .,adults tell children stories with important lessons. recently i listened in as a father and his 5-year-old son waited in for a jewish new year service to begin.,0
302464,Should I let the matter slide; should I ask the manager to change the locks; or should I ask for the key back?,"should i let it slide , ask the <strong>matter</strong> to change the lock , or ask for the key back ?","should i let it slide, ask the manager to change the lock, or ask for the key back?",0
1284325,Robert Woolard related that many ED patients they approached to participate in research still had measurable blood alcohol levels. Brown's IRB required a mental status exam to ensure patients could understand the research dimensions of the project before they could be enrolled in the study.,robert woolard said many ed patients they asked to participate still had measurable blood alcohol levels . brown 's irb required a <strong>related</strong> exam to ensure patients could understand the project before they were enrolled .,robert woolard said many ed patients they asked to participate still had measurable blood alcohol levels. brown's irb required a mental exam to ensure patients could understand the project before they were enrolled.,1
1389324,"Under what conditions are preschoolers most likely to display sustained attention? Think back to the examples of Sophie's and Mattie's behavior at the beginning of this chapter, and the answer will be clear: during play, especially complex play.","under what conditions are preschoolers most likely to display sustained attention ? think back to the examples of sophie 's and mattie 's behavior : during play , especially <strong>clear</strong> play .","under what conditions are preschoolers most likely to display sustained attention? think back to the examples of sophie's and mattie's behavior: during play, especially complex play.",1
1008198,"Thus, for example, if the volume in the first quintile were to double, total cost would increase by 29 percent. The variation between quintiles can be explained by greater fixed costs in the less densely populated quintiles than in the more populated quintiles.","if the volume in the first quintile were to double , total cost would <strong>was</strong> by 29 percent . this variation can be explained by greater fixed costs in the less densely populated quintiles .","if the volume in the first quintile were to double, total cost would increase by 29 percent. this variation can be explained by greater fixed costs in the less densely populated quintiles.",0
1251522,The actual making of custom jeans or any other item of custom apparel is slightly more complicated than making an equivalent item under standard production conditions. The pattern pieces for each individual pair of jeans must first be modified.,making custom jeans or <strong>standard</strong> custom apparel is slightly more complicated than making an item under <strong>other</strong> production . the pattern for each pair of jeans must first be modified .,making custom jeans or other custom apparel is slightly more complicated than making an item under standard production. the pattern for each pair of jeans must first be modified.,0
972692,"Based on the sparse evidence available, linguists theorized about the earlier languages that had given rise to those attested.",linguists theorized about the languages preceding those <strong>based</strong> <strong>attestededed</strong> on sparse evidence .,linguists theorized about the languages preceding those attested based on sparse evidence.,0
706246,"Citing a Judaic law-book of the 16 th century which identified a woman for the days preceding, during, and following her period as niddah ` impure, ' Miles has the lack of taste to write the following:.","citing a 16th century judaic law-book identifying a woman preceding , during , and following her period as niddah ` impure , ' miles crudely <strong>citing</strong> :","citing a 16th century judaic law-book identifying a woman preceding, during, and following her period as niddah 'impure,' miles crudely writes:",1
76312,"""Today, the urinal has taken its stand alongside the bidet and the working fireplace as the latest must-have in the well-appointed bathroom suite.""",the urinal has <strong>working</strong> its stand with the bidet and fireplace as the latest must-haves in the bathroom suite .,the urinal has taken its stand with the bidet and fireplace as the latest must-haves in the bathroom suite.,0
660282,Is it any wonder they go to bed every night with prayers of thanks for what is now possible for their children? And you can be sure that there are also prayers of thanks in their hearts for the people like you who made it possible.,they go to bed with prayers of thanks for what is now <strong>sure</strong> for their children . you can be <strong>possible</strong> there are also prayers for the people like you who made it possible .,they go to bed with prayers of thanks for what is now possible for their children. you can be sure there are also prayers for the people like you who made it possible.,1
910741,"Swimming: You must be careful if swimming along the Mediterranean coast, as many lives are lost here each year to the vicious undertows. You should be safe as long as you obey the beach flags.","you must be careful swimming <strong>of</strong> the mediterranean coast , as many die due to vicious undertows . you 're safe as long as you obey the beach flags .","you must be careful swimming in the mediterranean coast, as many die due to vicious undertows. you're safe as long as you obey the beach flags.",1
1422770,"Even though the zoot suit was worn by the young men of several different races and ethnicities, it is primarily identified with the pachucos of Los Angeles. Pachucos were mostly second-generation Mexicans, the sons of migrant laborers and working-class immigrants.","zoot suits were worn by young men of different races and ethnicities , but are most identified with the pachucos . they were mostly <strong>several</strong> mexicans , the sons of laborers and immigrants .","zoot suits were worn by young men of different races and ethnicities, but are most identified with the pachucos. they were mostly second-generation mexicans, the sons of laborers and immigrants.",1
629714,"U.S. has the highest volume per capita in the industrial world (739 pieces in 1999), while Italy has one of the lowest (115 pieces in 1999).",1999 : us has the highest industrial vol . per capita -lrb- 739 pieces -rrb- <strong>in</strong> italy has one of the lowest -lrb- 115 -rrb- .,1999: us has the highest industrial vol. per capita (739 pieces) while italy has one of the lowest (115).,0
127483,"Prudie hopes the public prints are not becoming All Viagra, All The Time, but with that said, let her thank you for a heartfelt and thoughtful letter from someone for whom medication has proved a boon.","prudie hopes the prints are not becoming all viagra , all the time , but let her thank you for a <strong>public</strong> letter from a person who used the medication .","prudie hopes the prints are not becoming all viagra, all the time, but let her thank you for a heartfelt letter from a person who used the medication.",0
1563954,"Like computer-controlled cutting equipment, large-capacity knit die-cutting presses are expensive machines; they can cost up to $400,000 and are generally found only in factories of the largest producers. The die is a razor-sharp steel outline of the desired item to be cut.","large-capacity <strong>cutting</strong> die-cutting presses are expensive machines ; costing up to $ 400,000 , and are found in factories of the largest producers . the die is a steel outline of the item to be cut .","large-capacity knit die-cutting presses are expensive machines; costing up to $400,000, and are found in factories of the largest producers. the die is a steel outline of the item to be cut.",1
1211483,"The Symposium's Intake, Access, Delivery, Self-Help and Prevention Committee is developing ways to improve system integration and client access, including institution of a statewide telephonic intake, advice and referral system. They are coordinating their efforts with pro se and client education information systems.","the symposium 's intake , access , delivery , self-help and prevention committee is developing ways to <strong>coordinating</strong> systems , client access , statewide telephonic intake , advice and referral system with client education information systems .","the symposium's intake, access, delivery, self-help and prevention committee is developing ways to improve systems, client access, statewide telephonic intake, advice and referral system with client education information systems.",1
534812,"Based upon the discussion from sections 3.1 through 3.5, the total resources needed for a single 500 MWe plant and a site with seven 500 MWe plants is shown on Table 3-1.","from <strong>plant</strong> 3.1-3 .5 , the resources needed for a single 500 mwe <strong>sections</strong> and a site with 7 500 mwe plants is shown on table 3-1 ."," from sections 3.1-3.5, the resources needed for a single 500 mwe plant and a site with 7 500 mwe plants is shown on table 3-1. ",1
518811,Commissioners with the Lynchburg Redevelopment and Housing Authority approved last September a resolution that would require inspections every time a tenant moved out.,commissioners approved last september a resolution that would <strong>moved</strong> inspections every time a tenant moved out .,commissioners approved last september a resolution that would require inspections every time a tenant moved out.,0
453141,"""One of Bradley's former opponents, Baltimore Bullet forward Jack Marin, spent every game """"trying to escape Bradley's vise-like hold on his shorts,"""" the Washington Post recently reported.""","one <strong>on</strong> bradley 's former opponents , jack marin , spent each game `` trying to escape -lsb- his -rsb- vise-like hold <strong>of</strong> his shorts , '' says the washington post .","one of bradley's former opponents, jack marin, spent each game ""trying to escape [his] vise-like hold on his shorts,"" says the washington post.",1
1056439,Your support for our work would be greatly appreciated. It is only with the help of concerned citizens that we are able to continue to carry out our mission effectively.,your support will be greatly appreciated . with the <strong>citizens</strong> of concerned citizens we able to carry out our mission effectively .,your support will be greatly appreciated. with the help of concerned citizens we able to carry out our mission effectively. ,0
537821,"""One is moved to enquire how the sound is articulated by speakers of other English dialects or in other regions (New England, for example), but the book does not go into that much detail.""","one asks how the sound is articulated by speakers of other <strong>much</strong> dialects or in other regions , but the book does not go into those details .","one asks how the sound is articulated by speakers of other english dialects or in other regions, but the book does not go into those details.",1
760213,Thank you for your consideration of this request. You can help make this valuable program available to many persons who are not currently benefiting from dental care.,thank you . your consideration can help make valuable programs available to many not benefiting <strong>of</strong> dental care .,thank you.  your consideration can help make valuable programs available to many not benefiting from dental care.,0
242167,"Apple said it had already received 150,000 orders for the G4 in the three weeks since it went on sale, but that Motorola was not going to be able to produce anywhere near that many chips.","apple said it had already received 150,000 orders for the <strong>chips</strong> , but that motorola was n't going to be able to produce that many <strong>g4</strong> .","apple said it had already received 150,000 orders for the g4, but that motorola wasn't going to be able to produce that many chips.",1
1605029,"In fact, this overriding emphasis on peers as a source of positive development is itself a product of our culture. Compared to other nations, the United States is more peer-oriented; it places greater value on gregariousness and being liked by agemates.",this overriding emphasis <strong>by</strong> peers as a source of positive development is itself a product of our culture . the united states is more peer-oriented compared to other nations .,this overriding emphasis on peers as a source of positive development is itself a product of our culture. the united states is more peer-oriented compared to other nations.,1
1047097,"Almost 100,000 people a day come here to marvel at the striking architecture and explore the latest attractions in this ever-changing city. The Sony Center is a vibrant entertainment complex, contained with a central courtyard under a glass ceiling.","100,000 people a day marvel at the architecture and the latest attractions <strong>under</strong> this ever-changing city . the sony center is an entertainment complex , contained under a glass ceiling .","100,000 people a day marvel at the architecture and the latest attractions in this ever-changing city. the sony center is an entertainment complex, contained under a glass ceiling.",1
785552,"As a ""nation under God,"" Americans have been both blessed and cursed by a sense of mission in the world. Covenanted with higher powers, the nation has a destiny-a ""manifest destiny"" as journalist John L. O'Sullivan dubbed our policy of westward expansion in the mid-1840s.","a `` nation under god , '' americans have been blessed and cursed by a sense of mission in the world . the <strong>mid-1840s</strong> has a `` manifest destiny '' as journalist o'sullivan dubbed our 1840s policy of westward expansion .","a ""nation under god,"" americans have been blessed and cursed by a sense of mission in the world. the nation has a ""manifest destiny"" as journalist o'sullivan dubbed our 1840s policy of westward expansion.",0
1216563,The assertion of a triadic conception of government brought us into line with the middle European conception of freedom as the privilege that arises from living in a matrix of protective state regulations. It is not nature but the law that makes us free.,the use of a 3-part government <strong>alinededed</strong> with the middle european conception of freedom as the privilege that arises from living under laws . it is not nature but the law that makes us free .,the use of a 3-part government aligns with the middle european conception of freedom as the privilege that arises from living under laws. it is not nature but the law that makes us free.,1
1170921,"June 21, 1995, provides the specific requirements for assessing and reporting on controls. The term internal control in this document is synonymous with the term management control (as used in OMB Circular A-123) that covers all aspects of an agency's operations (programmatic, financial, and compliance).","june 21 , 1995 , provides the requirements for reporting on controls . internal control is <strong>programmatic</strong> with management control -lrb- as in omb circular a-123 -rrb- that covers an agency 's operations -lrb- programmatic , financial , and compliance -rrb- .","june 21, 1995, provides the requirements for reporting on controls.  internal control is synonymous with management control (as in omb circular a-123) that covers an agency's operations (programmatic, financial, and compliance).",0
706557,"Free admission to Audubon Nature Centers is another advantage of membership. You and your family will be awestruck by the sights and sounds along Audubon's nature trails, where birds and wildlife exist undisturbed.",free admission to audubon nature centers is an advantage of membership . your family will <strong>sounds</strong> awestruck by the sights and <strong>be</strong> along audubon 's nature trails .,free admission to audubon nature centers is an advantage of membership. your family will be awestruck by the sights and sounds along audubon's nature trails.,0
373924,"Also by about 9:00, transit officers began shutting down subway stations in the vicinity of the World Trade Center and evacuating civilians from those stations.","by 9:00 , transit officers <strong>closing</strong> <strong>began</strong> subway stations and evacuating civilians near the world trade center .","by 9:00, transit officers began closing subway stations and evacuating civilians near the world trade center.",0
679726,Human needs are on the rise in central Indiana and we have to meet the challenge. This year we've set an ambitious goal -- $31.,human needs are on the rise in central indiana . this year we 've set an ambitious <strong>needs</strong> -- $ 31 .,human needs are on the rise in central indiana. this year we've set an ambitious goal -- $31.,1
661493,Is it any wonder they go to bed every night with prayers of thanks for what is now possible for their children? And you can be sure that there are also prayers of thanks in their hearts for the people like you who made it possible.,is it any wonder they go to bed every night with prayers of thanks ? and you can be <strong>possible</strong> that there are also prayers in their hearts for the people who made it possible .,is it any wonder they go to bed every night with prayers of thanks? and you can be sure that there are also prayers in their hearts for the people who made it possible.,0
1081069,"We provide help by phone 24 hours a day, 7 days a week through the Prevention Information Resource Center & Parent Help line. We promote compassionate, effective policies to protect children and prevent their maltreatment through our Legislative Advocacy.",we provide help by phone 24/7 through the prevention information resource center & parent help <strong>day</strong> . we promote to protect children and prevent maltreatment through our legislative advocacy .,we provide help by phone 24/7 through the prevention information resource center & parent help line. we promote to protect children and prevent maltreatment through our legislative advocacy.,1
1384324,"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families we care for.","we are asking you to take a few minutes to make a <strong>minutes</strong> to pleasant run and help 1,500 families .","we are asking you to take a few minutes to make a contribution to pleasant run and help 1,500 families. ",0
1207041,Such retail requirements have certainly put substantial pressure on apparel manufacturers to change their own practices. Chapter 5 described some of the basic changes many manufacturers are making to stay in the game with lean retailers.,retail requirements have put pressure on apparel manufacturers to change practices . there are <strong>retail</strong> changes that they are making to make lean retailers happy .,retail requirements have put pressure on apparel manufacturers to change practices. there are basic changes that they are making to make lean retailers happy.,0
1212394,"The Symposium's Intake, Access, Delivery, Self-Help and Prevention Committee is developing ways to improve system integration and client access, including institution of a statewide telephonic intake, advice and referral system. They are coordinating their efforts with pro se and client education information systems.","the symposium 's intake , access , delivery , self-help & prevention committee is working to improve system integration and client access , -lrb- statewide telephonic intake , advice/referral <strong>education</strong> -rrb- , pro se and client <strong>system</strong> information systems .","the symposium's intake, access, delivery, self-help & prevention committee is working to improve system integration and client access, (statewide telephonic intake, advice/referral system), pro se and client education information systems. ",1
683175,Karnes met Tibbets when the 29 - year - old bomber pilot walked into Karnes ' office at Wendover Army Air Field on the Utah - Nevada border.,karnes met tibbets when he walked <strong>at</strong> karnes ' office at wendover army air field .,karnes met tibbets when he walked into karnes' office at wendover army air field.,0
1431992,"After months in which polls showed Torricelli well ahead of his relatively unknown Republican rival, the contest has narrowed in recent weeks.","after months in which polls showed torricelli well ahead of his <strong>weeks</strong> , the contest has narrowed down .","after months in which polls showed torricelli well ahead of his rival, the contest has narrowed down.",1
284090,"""From the cover: Assuming no prior knowledge of the subject, this book offers a thorough account of topics covered in courses in phonetics and phonology.""","`` with no prior knowledge , this book <strong>assuming</strong> full coverage of topics in phonetics and phonology courses . ''","""with no prior knowledge, this book offers full coverage of topics in phonetics and phonology courses.""",1
250200,"""Whenever I see the term African-American , with its sixteen letters, in print twelve times in a single article, I wonder if the writer realizes how much space is wasting and how pedantic it all sounds.""","when i see the word <strong>single</strong> , i wonder if the writer realizes how much space is wasted and how pedantic it is .","when i see the word african-american, i wonder if the writer realizes how much space is wasted and how pedantic it is.",1
994958,"The total was approximately 2800, but that is probably only a vague estimate: he undoubtedly missed some; some have sprung up since his time ( modern Hebrew, for instance ); and some have vanished.","the total was about 2800 , but this is only an estimate : he missed some ; some have sprung up <strong>like</strong> his time -lrb- <strong>in</strong> hebrew -rrb- ; and some have vanished .","the total was about 2800, but this is only an estimate: he missed some; some have sprung up in his time (like hebrew); and some have vanished.",1
1450627,"One might like to believe that this gives her the cachet of authoritative scholarship, but the text does not bear out the promise.","one may believe that this gives her the cachet of authoritative scholarship , but it <strong>bear</strong> not .","one may believe that this gives her the cachet of authoritative scholarship, but it does not.",1
173591,"Last week, the federal courts accomplished something no president, congressional committee, government agency, or private organization has been able to: They said ""no"" to the Secret Service.","<strong>able</strong> week , the federal courts accomplished something no government or private entity has been able do : they said `` no '' to the secret service .","last week, the federal courts accomplished something no government or private entity has been able do: they said ""no"" to the secret service.",0
438314,"Brown replied that only a certain proportion of the funding can be applied toward development in R-01 grants, and some of the technology, for example interactive videos, can be quite expensive to develop.","brown replied that only some of the funding can be applied toward development in r-01 grants , and the technology can be quite <strong>interactive</strong> to develop .","brown replied that only some of the funding can be applied toward development in r-01 grants, and the technology can be quite expensive to develop.",1
793120,Our entire profession will benefit greatly from this endowment. It is important and we hope that you will make a significant contribution to the Pursuit of Excellence fund this year.,our profession will benefit from this money . it 's important & hopefully you 'll <strong>hope</strong> to the pursuit of excellence fund this year .,our profession will benefit from this money. it's important & hopefully you'll donate to the pursuit of excellence fund this year.,1
672596,Please continue with your neighbors to see to it that no expectant mother goes without medical care. .. no child goes without nourishment ...,please <strong>have</strong> with your neighbors that expectant mothers and children <strong>ensure</strong> medical care and nourishment .,please ensure with your neighbors that expectant mothers and children have medical care and nourishment.,1
556801,"A few blocks up Nathan Road is Kowloon Park (open daily 6am-midnight), elegantly laid out with fountains, promenades, and ornamental gardens; be sure to go up the steps to see the Sculpture Walk.","up nathan road is kowloon park -lrb- <strong>few</strong> 6am-midnight -rrb- , with fountains , promenades , and gardens ; do n't miss the sculpture walk up the steps .","up nathan road is kowloon park (open 6am-midnight), with fountains, promenades, and gardens; don't miss the sculpture walk up the steps.",1
1069759,I obviously can't tell the whole story of MCCOY in a single letter but I hope this provides an overview of the scope of our work. I will call you in a few weeks to discuss your level of interest.,i ca n't tell the whole story of mccoy in one letter but i can provide an overview of our work . i 'll call in a <strong>single</strong> weeks to check your interest .,i can't tell the whole story of mccoy in one letter but i can provide an overview of our work. i'll call in a few weeks to check your interest.,1
1377909,"Consider the following conversation between Mel and his 4-year-old son, Ben, as the pair took a summer-evening walk on a California beach near their home. Mel had brought along a plastic bag, as the beach was often littered with trash after a busy day.","consider the following <strong>home</strong> between mel and his 4-year-old son . mel had brought along a plastic bag , as the beach was often littered with trash after a busy day .","consider the following conversation between mel and his 4-year-old son. mel had brought along a plastic bag, as the beach was often littered with trash after a busy day.",0
699310,"I really believe that our support of DePauw does matter. The DePauw classes of 1993, 1994, 1995 and 1996 can make a difference in today's world.",i believe <strong>in</strong> our support of depauw matters . the depauw classes can make a difference in today 's world .,i believe that our support of depauw matters. the depauw classes can make a difference in today's world.,0
755072,"That ""we"" includes the Youth Leadership teens. These 60 or so campers have takenon a fund raiser with a goal of raising $16,000 for camperships.","the youth leadership teens -lrb- us -rrb- are 60 or so campers with a fund <strong>goal</strong> <strong>raiser</strong> of $ 16,000 for camperships .","the youth leadership teens (us) are 60 or so campers with a fund raiser goal of $16,000 for camperships.",1
182381,"Why did our emperor get up so early,and why is he sitting enthroned at the city's main gate,in state, wearing the crown?",why did our emperor get up early and why does he <strong>sitting</strong> at the city 's gate with the crown ?,why did our emperor get up early and why does he sit at the city's gate with the crown?,1
399939,"""Now, the days of the week are numbered 0 through 6, beginning with Friday: 0 = Friday; 1 = Saturday; 2 = Sunday; 3 = Monday; 4 = Tuesday; 5 = Wednesday; 6 = Thursday.""","the days <strong>on</strong> the week are numbered , starting with friday : 0 = friday ; 1 = saturday ; 2 = sunday ; and so <strong>of</strong> .","the days of the week are numbered, starting with friday: 0= friday; 1= saturday; 2= sunday; and so on.",1
734157,"As a tenured professor and staunch supporter of your law school, my task is to beat the drums for financial contributions from alumni and friends. I cannot overemphasize the importance of your support.","as a professor and supporter of your law school , my task is to help acquire financial contributions . i can not stress the importance <strong>as</strong> your support .","as a professor and supporter of your law school, my task is to help acquire financial contributions. i cannot stress the importance of your support.",1
696579,"In the past, you have been generous in your support of programs in the School of Liberal Arts. We have especially appreciated this generosity and hope you have been pleased with the growth and development of the School.","we have appreciated your generous support <strong>with</strong> programs in the school of liberal arts , and hope you have been pleased with the growth and development of the school .","we have appreciated your generous support of programs in the school of liberal arts, and hope you have been pleased with the growth and development of the school.",1
957404,If you are a fan of old-fashioned jazz—what is now known as traditional or trad jazz—you are familiar with one of the standard jump tunes of the genre—a tune most commonly called Muskrat Ramble.,if you are a fan of <strong>traditional</strong> jazz -- what is now known as <strong>old</strong> -- you are familiar with standard jump tunes of the genre -- a tune called muskrat ramble .,if you are a fan of old jazz—what is now known as traditional—you are familiar with standard jump tunes of the genre—a tune called muskrat ramble.,0
992228,"The total was approximately 2800, but that is probably only a vague estimate: he undoubtedly missed some; some have sprung up since his time ( modern Hebrew, for instance ); and some have vanished.","the total was approximately 2800 , but that is probably a vague <strong>time</strong> . some have sprung up since his time , and some have vanished .","the total was approximately 2800, but that is probably a vague estimate. some have sprung up since his time, and some have vanished.",0
1181997,We conducted our fieldwork from May 2000 through March 2001. We asked officials of the various organizations highlighted in the case illustrations and throughout the report to verify the accuracy of the information presented on their activities and incorporated their comments as appropriate.,we conducted our fieldwork from may 2000 to march 2001 . we asked organizations in the report to verify the accuracy of the <strong>accuracy</strong> presented on their activities and incorporated their comments as appropriate .,we conducted our fieldwork from may 2000 to march 2001. we asked organizations in the report to verify the accuracy of the information presented on their activities and incorporated their comments as appropriate.,1
257377,"But for me, at least, the really revealing part of Earth in the Balance was the book's conclusion, where Gore talks about sandpiles and how they changed his life.","for me , the most <strong>least</strong> part of earth in the balance was the end where gore talks about how sandpiles changed his life .","for me, the most revealing part of earth in the balance was the end where gore talks about how sandpiles changed his life.",1
1035649,"Ticket sales and subscriptions cannot finance our complete season; in fact they only count for 53% of our income. Soon, a representative of the IRT will be calling you to take your pledge over the phone.","ticket sales only account for 53 % of our income , so soon a representative will contact you for your <strong>representative</strong> .","ticket sales only account for 53% of our income, so soon a representative will contact you for your pledge.",1
1148034,Jameson is a not-for-profit agency established in 1928 to serve the youth of central Indiana who have special needs.,the nonprofit jameson <strong>served</strong> <strong>has</strong> indiana youth with special needs since 1928 .,the nonprofit jameson has served indiana youth with special needs since 1928.,0
1263936,"Owing to Zammar's persuasion or some other source of inspiration, Atta, Binalshibh, Shehhi, and Jarrah eventually prepared themselves to translate their extremist beliefs into action. By late 1999, they were ready to abandon their student lives in Germany in favor of violent jihad.","due to zammar 's or other 's inspiration , atta , binalshibh , shehhi , and jarrah prepared to turn their extremist beliefs into action . by late 1999 , they were <strong>late</strong> to abandon their student lives for violent jihad .","due to zammar's or other's inspiration, atta, binalshibh, shehhi, and jarrah  prepared to turn their extremist beliefs into action. by late 1999, they were ready to abandon their student lives for violent jihad.",1
748573,"On our stage during October and early November, we are producing Abe Lincoln in Illinois. If you haven't yet seen the show, let me tell you that it is a different Abe Lincoln than you have ever seen.","this october <strong>in</strong> early november , we 're producing the play `` abe lincoln <strong>through</strong> illinois '' . if you 've never seen the show , you 're in for a surprise .","this october through early november, we're producing the play ""abe lincoln in illinois"". if you've never seen the show, you're in for a surprise.",1
1531211,Various dictionaries of Chicano Spanish and Chicano slang have been compiled that list many other pochismos. Chicano novelists and poets have consciously incorporated the use of pochismos in literary works to reinforce the precarious cultural and linguistic status of Chicanos in American society.,dictionaries of chicano spanish and slang list <strong>cultural</strong> pochismos . chicano novelists and poets have used pochismos in literary works to reinforce the precarious <strong>many</strong> and linguistic status of chicanos in american society .,dictionaries of chicano spanish and slang list many pochismos. chicano novelists and poets have used pochismos in literary works to reinforce the precarious cultural and linguistic status of chicanos in american society.,0
570929,"Case Study A method for learning about a complex instance, based on a comprehensive understanding of that instance, obtained by extensive description and analysis of the instance, taken as a whole and in its context.","case study a method for learning about a complex instance , based on thorough understanding , description , and analysis <strong>by</strong> that instance , as a whole and in context .","case study a method for learning about a complex instance, based on thorough understanding, description, and analysis of that instance, as a whole and in context.",0
689491,I need your immediate help today to save a tradition. .. a uniquely American tradition that has flourished in this country for hundreds of years.,i need your <strong>today</strong> <strong>help</strong> to save a uniquely american tradition that has flourished for hundreds of years .,i need your help today to save a uniquely american tradition that has flourished for hundreds of years.,0
172611,Kinsley thinks it is OK for Washington to take a third (give or take) of anything this retired research historian labors to make through entrepreneurial risk-taking.,kinsley thinks it is ok for washington to take a 3rd <strong>through</strong> anything this retired historian labors to make <strong>of</strong> risk taking .,kinsley thinks it is ok for washington to take a 3rd of anything this retired historian labors to make through risk taking.,1
281636,"While Prudie admires concern for the spouse's self-esteem, peace in the family, and the reputation of the illicit partner, she must point out that all are jeopardized by the ""gentleman's"" actions.","purdie says the spouse 's self esteem , peace in the family , and reputation <strong>because</strong> the illicit partner are <strong>of</strong> of the `` gentleman 's actions ''","purdie says the spouse's self esteem, peace in the family, and reputation of the illicit partner are because of the ""gentleman's actions""",1
294240,"And in Bosnia, the mere discussion of elections has exacerbated ethnic tensions, allowing the most virulent nationalists to gain support, and led to predictions that this democratic procedure could finish the country.","in bosnia the discussion of elections has worsened <strong>democratic</strong> tensions , letting nationalists gain support . some predict that the <strong>ethnic</strong> procedure could ruin them .","in bosnia the discussion of elections has worsened ethnic tensions, letting nationalists gain support. some predict that the democratic procedure could ruin them.",1
1350059,"The amendments to the original Constitution all bespeak the same pattern of realizing the implicit postbellum commitment to nationhood, democracy, and equality. The realization of these values in the amendments bespeaks the resurgence of the Secret Constitution.","the amendments to the constitution all bespeak the realization of the implicit postbellum commitment to nationhood , democracy , and equality . it <strong>bespeak</strong> the resurgence of the secret constitution .","the amendments to the constitution all bespeak the realization of the implicit postbellum commitment to nationhood, democracy, and equality. it bespeaks the resurgence of the secret constitution.",0
1290016,"The other name, native well is, as a later explorer David Carnegie, author of Spinifex and Sand ( 1898 ), points out, a misnomer.","the other <strong>well</strong> , as a later explorer david carnegie , points out , a misnomer .","the other name, as a later explorer david carnegie, points out, a misnomer.",0
178625,Letting slower white American runners into races just because they're white Americans is precisely analogous to letting blacks and Latinos with poor SATs and low grades into colleges just because they're blacks or Latinos.,letting <strong>poor</strong> white american runners into races because of their race is akin to letting minorities with poor sats and low grades into colleges because of race .,letting slower white american runners into races because of their race is akin to letting minorities with poor sats and low grades into colleges because of race.,1
1373040,"The NK model is but one crude model of coevolving organisms and their coupled deforming landscapes. More generally, each organism has traits that are aected by many genes, the polygeny discussed above, and each gene aects many traits, the pleiotropy alluded to above.","the nk model <strong>deforming</strong> one crude model of coevolving organisms and their coupled <strong>is</strong> landscapes . each organism has traits that are aected by many genes , and each gene aects many traits .","the nk model is one crude model of coevolving organisms and their coupled deforming landscapes. each organism has traits that are aected by many genes, and each gene aects many traits.",0
922936,P.S. Please use the enclosed holiday gift wrapping paper and gift tags to help spread the word about our mission of conservation to your friends and family.,please use the holiday <strong>conservation</strong> wrapping paper and gift tags to help spread the word about our mission of <strong>gift</strong> .,please use the holiday gift wrapping paper and gift tags to help spread the word about our mission of conservation.,0
757796,"YMCA International Conference -- Four delegates (3 volunteers and 1 staff attended the YMCA International Conference in Toronto, Canada in October. Representatives from 43 different countries were in attendance.","ymca international converence -- 4 delegates attended the ymca international converence <strong>amongst</strong> toronto , ca in oct. 43 countries were represented .","ymca international converence -- 4 delegates attended the ymca international converence in toronto, ca in oct. 43 countries were represented.",0
260963,"How could anyone with all mental faculties intact believe that ? Good God, anyone can see that ""his"" purse does not match ""his"" outfit.",how could anyone normal <strong>match</strong> that ? anyone can see that `` his '' purse does not <strong>believe</strong> `` his '' outfit .,"how could anyone normal believe that? anyone can see that ""his"" purse does not match ""his"" outfit.",0
563980,"The San Francisco Opera is one of the best in the country, attracting leading international singers to its four-month season beginning in mid-September.",san francisco opera is one of the best in <strong>is</strong> leading international singers to its four-month seasons .,san francisco opera is one of the best in attracting leading international singers to its four-month seasons.,0
1210985,"Contemporary texts of La Llorona collected in Mexico assert that the original Llorona was La Malinche, the mistress of Cortés. Cortés abandoned her to return to Spain, and according to the legend Malinche killed their son with a knife.","the original llorona was la malinche , the mistress of cortes . he <strong>collected</strong> her to return to spain , and according to the legend malinche killed their son with a knife .","the original llorona was la malinche, the mistress of cortes.  he abandoned her to return to spain, and according to the legend malinche killed their son with a knife.",0
1159486,"From seaside trails in Acadia National Park to Baxter Park’s vast wilderness, you’ll encounter a host of wildlife, untram­meled hiking trails rimmed with towering pine, and more than 100 crystal-clear lakes, ponds, and thunder­ing rivers.","from seaside trails in acadia national park to baxter park 's <strong>crystal-clear</strong> wilderness , you 'll encounter wildlife , pine-rimmed hiking trails and crystal-clear lakes , ponds , and rivers .","from seaside trails in acadia national park to baxter park’s vast wilderness, you’ll encounter wildlife, pine-rimmed hiking trails and crystal-clear lakes, ponds, and rivers.",1
1254587,"Alas, the hikers near those three initial peaks will die as they are dipped into the lethal fog and are too far from the newly emerged sun drenched peaks to reach them. This ""isolated peaks regime"" is the living dead regime.",the hikers <strong>into</strong> the peaks will die as they dip <strong>near</strong> the lethal fog and are too far from the sun drenched peaks to reach them . this is the living dead regime .,the hikers near the peaks will die as they dip into the lethal fog and are too far from the sun drenched peaks to reach them. this is the living dead regime.,0
